ORDER_ID,CUSTOMER_ID,PRODUCT_CATEGORY,REGION,ORDER_DATE,QUANTITY,UNIT_PRICE,TOTAL_SALES,PROFIT
ORD-1389,CUST-128,Furniture,South,2/27/23 20:00,14,11.61,162.54,30.08
ORD-1390,CUST-480,Electronics,North,2/27/23 21:00,8,40.13,321.04,40.26
ORD-1391,CUST-706,Clothing,South,2/27/23 22:00,9,26.55,238.95,38.06
ORD-1392,CUST-312,Clothing,South,2/27/23 23:00,19,71.21,1352.99,289.45
ORD-1393,CUST-717,Grocery,East,2/28/23 0:00,3,15.1,45.3,10.48
ORD-1394,CUST-413,Clothing,West,2/28/23 1:00,5,60.74,303.7,58.45
ORD-1395,CUST-966,Electronics,North,2/28/23 2:00,18,28.96,521.28,135.95
ORD-1396,CUST-279,Clothing,North,2/28/23 3:00,1,95.4,95.4,11.69
ORD-1397,CUST-513,Furniture,North,2/28/23 4:00,8,40.2,321.6,37.6
ORD-1398,CUST-553,Furniture,North,2/28/23 5:00,19,39.27,746.13,81.22
ORD-1399,CUST-506,Grocery,North,2/28/23 6:00,17,93.1,1582.7,327.88
ORD-1400,CUST-449,Electronics,South,2/28/23 7:00,17,47.56,808.52,195.05
ORD-1401,CUST-83,Furniture,East,2/28/23 8:00,11,96.66,1063.26,134.08
ORD-1402,CUST-613,Furniture,North,2/28/23 9:00,2,12.18,24.36,5.55
ORD-1403,CUST-41,Electronics,East,2/28/23 10:00,6,37.57,225.42,44.04
ORD-1404,CUST-911,Clothing,East,2/28/23 11:00,14,69.96,979.44,291.35
ORD-1405,CUST-443,Clothing,South,2/28/23 12:00,3,90.18,270.54,65.88
ORD-1406,CUST-753,Grocery,North,2/28/23 13:00,12,33.08,396.96,91.89
ORD-1407,CUST-331,Clothing,South,2/28/23 14:00,4,93.74,374.96,80.28
ORD-1408,CUST-619,Electronics,North,2/28/23 15:00,12,63.47,761.64,228.09
ORD-1409,CUST-257,Furniture,South,2/28/23 16:00,13,82.09,1067.17,315.98
ORD-1410,CUST-27,Clothing,East,2/28/23 17:00,2,45.75,91.5,19
ORD-1411,CUST-94,Grocery,North,2/28/23 18:00,2,29.1,58.2,11.12
ORD-1412,CUST-235,Clothing,West,2/28/23 19:00,15,92.01,1380.15,265.57
ORD-1413,CUST-985,Electronics,East,2/28/23 20:00,17,93.98,1597.66,296.64
ORD-1414,CUST-691,Grocery,West,2/28/23 21:00,7,54.78,383.46,79.1
ORD-1415,CUST-857,Clothing,East,2/28/23 22:00,14,10.58,148.12,22.92
ORD-1416,CUST-882,Grocery,South,2/28/23 23:00,12,19.88,,68.07
ORD-1417,CUST-590,Electronics,North,3/1/23 0:00,17,61.57,1046.69,207.29
ORD-1418,CUST-602,Furniture,East,3/1/23 1:00,14,12.14,169.96,45.62
ORD-1419,CUST-974,Electronics,South,3/1/23 2:00,6,45.72,274.32,53.51
ORD-1420,CUST-22,Electronics,North,3/1/23 3:00,19,37.3,708.7,172.68
ORD-1421,CUST-784,Electronics,North,3/1/23 4:00,6,74.29,445.74,74.61
ORD-1422,CUST-689,Electronics,East,3/1/23 5:00,18,15,270,60.74
ORD-1423,CUST-842,Furniture,North,3/1/23 6:00,5,53.99,269.95,53.9
ORD-1424,CUST-276,Furniture,East,3/1/23 7:00,6,62.12,372.72,64.64
ORD-1425,CUST-591,Grocery,North,3/1/23 8:00,2,65.56,131.12,36.23
ORD-1426,CUST-42,Clothing,West,3/1/23 9:00,8,46.46,371.68,45.55
ORD-1427,CUST-782,Furniture,South,3/1/23 10:00,15,37.39,560.85,110.7
ORD-1428,CUST-775,Furniture,West,3/1/23 11:00,15,71.42,1071.3,148.78
ORD-1429,CUST-180,Clothing,East,3/1/23 12:00,11,86.28,949.08,258.35
ORD-1430,CUST-482,Furniture,West,3/1/23 13:00,1,72.43,72.43,10.91
ORD-1431,CUST-532,Electronics,East,3/1/23 14:00,18,93.89,1690.02,383.1
ORD-1432,CUST-668,Electronics,North,3/1/23 15:00,12,74.55,894.6,119.08
ORD-1433,CUST-453,Clothing,North,3/1/23 16:00,12,78.82,945.84,171.18
ORD-1434,CUST-939,Grocery,East,3/1/23 17:00,11,25.11,276.21,77.3
ORD-1435,CUST-285,Grocery,West,3/1/23 18:00,8,47.76,382.08,50.9
ORD-1436,CUST-186,Clothing,North,3/1/23 19:00,7,53.65,375.55,87.37
ORD-1437,CUST-600,Clothing,South,3/1/23 20:00,2,33.07,66.14,9.32
ORD-1438,CUST-447,Electronics,North,3/1/23 21:00,11,57.57,633.27,115.98
ORD-1439,CUST-651,Grocery,South,3/1/23 22:00,10,36.17,361.7,112.92
ORD-1440,CUST-834,Furniture,West,3/1/23 23:00,3,71.88,215.64,46.46
ORD-1441,CUST-504,Electronics,South,3/2/23 0:00,10,52.33,523.3,115.39
ORD-1442,CUST-993,Clothing,South,3/2/23 1:00,18,51.29,923.22,210.52
ORD-1443,CUST-94,Grocery,South,3/2/23 2:00,14,98.53,1379.42,212.92
ORD-1444,CUST-482,Furniture,South,3/2/23 3:00,18,45.32,815.76,147.06
ORD-1445,CUST-357,Furniture,North,3/2/23 4:00,8,42.61,340.88,36.63
ORD-1446,CUST-419,Electronics,South,3/2/23 5:00,10,38.67,386.7,98.13
ORD-1447,CUST-342,Grocery,North,3/2/23 6:00,13,90.53,1176.89,314.72
ORD-1448,CUST-329,Grocery,South,3/2/23 7:00,8,54.71,437.68,61.21
ORD-1449,CUST-687,Clothing,East,3/2/23 8:00,4,64,256,35.91
ORD-1450,CUST-108,Grocery,West,3/2/23 9:00,4,26.27,105.08,11.39
ORD-1451,CUST-879,Grocery,South,3/2/23 10:00,5,58.68,293.4,86.28
ORD-1452,CUST-165,Electronics,East,3/2/23 11:00,1,34.72,34.72,9.08
ORD-1453,CUST-338,Grocery,South,3/2/23 12:00,17,75.76,1287.92,221.7
ORD-1454,CUST-422,Furniture,South,3/2/23 13:00,2,84.93,169.86,33.36
ORD-1455,CUST-711,Electronics,South,3/2/23 14:00,8,74.33,594.64,94.19
ORD-1456,CUST-508,Electronics,East,3/2/23 15:00,7,75.72,530.04,116.32
ORD-1457,CUST-296,Clothing,West,3/2/23 16:00,15,56.12,841.8,204.95
ORD-1458,CUST-679,Grocery,East,3/2/23 17:00,5,74.09,370.45,70.19
ORD-1459,CUST-968,Clothing,West,3/2/23 18:00,2,48.04,96.08,26.39
ORD-1460,CUST-411,Furniture,South,3/2/23 19:00,7,68.63,480.41,97.72
ORD-1461,CUST-834,Electronics,North,3/2/23 20:00,8,33.31,266.48,34.34
ORD-1462,CUST-779,Electronics,South,3/2/23 21:00,7,16.28,113.96,25.58
ORD-1463,CUST-564,Electronics,West,3/2/23 22:00,7,47.21,330.47,63.6
ORD-1464,CUST-38,Furniture,East,3/2/23 23:00,14,51.56,721.84,207.27
ORD-1465,CUST-466,Furniture,South,3/3/23 0:00,18,33.08,595.44,106.21
ORD-1466,CUST-91,Clothing,East,3/3/23 1:00,6,75.49,452.94,81.79
ORD-1467,CUST-323,Clothing,East,3/3/23 2:00,4,16.62,66.48,
ORD-1468,CUST-259,Clothing,East,3/3/23 3:00,10,30.05,300.5,61.72
ORD-1469,CUST-332,Grocery,South,3/3/23 4:00,18,77.37,1392.66,243.56
ORD-1470,CUST-119,Electronics,East,3/3/23 5:00,12,49.34,592.08,
ORD-1471,CUST-994,Electronics,East,3/3/23 6:00,16,73.48,1175.68,188.62
ORD-1472,CUST-792,Clothing,South,3/3/23 7:00,7,61.07,427.49,66.48
ORD-1473,CUST-414,Electronics,East,3/3/23 8:00,6,95.56,573.36,156.46
ORD-1474,CUST-886,Clothing,South,3/3/23 9:00,5,63.8,319,32.12
ORD-1475,CUST-527,Grocery,West,3/3/23 10:00,3,11.34,34.02,4.77
ORD-1476,CUST-845,Grocery,West,3/3/23 11:00,12,41.76,501.12,109.29
ORD-1477,CUST-2,Furniture,West,3/3/23 12:00,15,22.88,343.2,45.47
ORD-1478,CUST-674,Grocery,East,3/3/23 13:00,10,93.22,932.2,277.01
ORD-1479,CUST-891,Clothing,North,3/3/23 14:00,19,19.36,367.84,70.93
ORD-1480,CUST-556,Grocery,North,3/3/23 15:00,16,44.89,718.24,157.63
ORD-1481,CUST-474,Furniture,East,3/3/23 16:00,11,30.35,333.85,44.09
ORD-1482,CUST-424,Electronics,North,3/3/23 17:00,8,86.2,689.6,108.87
ORD-1483,CUST-56,Clothing,South,3/3/23 18:00,3,37.77,113.31,25.26
ORD-1484,CUST-193,Electronics,North,3/3/23 19:00,7,99.27,694.89,145.86
ORD-1485,CUST-531,Furniture,East,3/3/23 20:00,7,13.48,94.36,24.24
ORD-1486,CUST-371,Furniture,East,3/3/23 21:00,14,21.54,301.56,46.39
ORD-1487,CUST-638,Furniture,South,3/3/23 22:00,2,30.22,60.44,13.94
ORD-1488,CUST-775,Electronics,West,3/3/23 23:00,10,83,830,131.3
ORD-1489,CUST-511,Electronics,East,3/4/23 0:00,19,89.07,1692.33,367.83
ORD-1490,CUST-641,Electronics,South,3/4/23 1:00,9,16.43,147.87,32.68
ORD-1491,CUST-453,Electronics,North,3/4/23 2:00,16,12.92,206.72,25.71
ORD-1492,CUST-779,Furniture,North,3/4/23 3:00,19,77.01,1463.19,306.87
ORD-1493,CUST-53,Furniture,South,3/4/23 4:00,18,22,396,40.55
ORD-1494,CUST-209,Clothing,South,3/4/23 5:00,9,21.97,197.73,39.59
ORD-1495,CUST-274,Clothing,East,3/4/23 6:00,16,12.01,192.16,46.02
ORD-1496,CUST-563,Electronics,North,3/4/23 7:00,13,14.48,188.24,21.57
ORD-1497,CUST-135,Grocery,South,3/4/23 8:00,10,33.73,337.3,97.06
ORD-1498,CUST-950,Grocery,North,3/4/23 9:00,14,15.85,221.9,42.55
ORD-1499,CUST-295,Furniture,South,3/4/23 10:00,12,43.2,518.4,149.13
ORD-1500,CUST-449,Furniture,North,3/4/23 11:00,19,84.95,1614.05,196.07
ORD-1501,CUST-902,Furniture,West,3/4/23 12:00,7,39.37,275.59,79.92
ORD-1502,CUST-716,Clothing,East,3/4/23 13:00,15,75.51,1132.65,138
ORD-1503,CUST-497,Clothing,North,3/4/23 14:00,16,18.45,295.2,56.77
ORD-1504,CUST-125,Furniture,West,3/4/23 15:00,8,69.34,554.72,159.54
ORD-1505,CUST-30,Furniture,North,3/4/23 16:00,10,38.51,385.1,56.43
ORD-1506,CUST-997,Furniture,North,3/4/23 17:00,4,77.48,309.92,33.15
ORD-1507,CUST-646,Grocery,West,3/4/23 18:00,19,22.26,422.94,109.38
ORD-1508,CUST-624,Clothing,North,3/4/23 19:00,19,90.81,1725.39,378.17
ORD-1509,CUST-819,Grocery,North,3/4/23 20:00,15,31.83,477.45,96.82
ORD-1510,CUST-246,Grocery,East,3/4/23 21:00,14,41.78,584.92,62.51
ORD-1511,CUST-727,Furniture,West,3/4/23 22:00,1,95.52,95.52,22.03
ORD-1512,CUST-163,Furniture,West,3/4/23 23:00,16,62.06,992.96,133.38
ORD-1513,CUST-319,Electronics,South,3/5/23 0:00,10,42.92,429.2,122.85
ORD-1514,CUST-565,Electronics,North,3/5/23 1:00,19,95.46,1813.74,430.12
ORD-1515,CUST-15,Grocery,East,3/5/23 2:00,3,39.62,118.86,28.69
ORD-1516,CUST-566,Clothing,North,3/5/23 3:00,5,18.54,92.7,13.58
ORD-1517,CUST-418,Furniture,North,3/5/23 4:00,9,99.72,897.48,247.84
ORD-1518,CUST-96,Furniture,South,3/5/23 5:00,18,34.11,613.98,127.43
ORD-1519,CUST-231,Grocery,North,3/5/23 6:00,11,86.61,952.71,258.58
ORD-1520,CUST-862,Electronics,East,3/5/23 7:00,16,24.9,398.4,61.43
ORD-1521,CUST-935,Clothing,East,3/5/23 8:00,2,75.82,151.64,38.08
ORD-1522,CUST-117,Electronics,South,3/5/23 9:00,12,57.2,686.4,147.52
ORD-1523,CUST-473,Electronics,North,3/5/23 10:00,6,98.28,589.68,64.68
ORD-1524,CUST-970,Electronics,East,3/5/23 11:00,11,59.75,657.25,119.01
ORD-1525,CUST-121,Electronics,North,3/5/23 12:00,8,12.25,98,13.4
ORD-1526,CUST-664,Furniture,North,3/5/23 13:00,12,64.35,772.2,132.69
ORD-1527,CUST-853,Furniture,North,3/5/23 14:00,2,23.08,46.16,8.16
ORD-1528,CUST-158,Electronics,South,3/5/23 15:00,9,81.87,736.83,143.67
ORD-1529,CUST-511,Clothing,North,3/5/23 16:00,15,87.09,1306.35,287.47
ORD-1530,CUST-956,Grocery,East,3/5/23 17:00,2,53.39,106.78,22.87
ORD-1531,CUST-734,Clothing,North,3/5/23 18:00,1,80.49,80.49,8.68
ORD-1532,CUST-299,Clothing,East,3/5/23 19:00,10,23.06,230.6,57.68
ORD-1533,CUST-522,Clothing,North,3/5/23 20:00,2,54.29,108.58,31.47
ORD-1534,CUST-723,Electronics,East,3/5/23 21:00,12,45.45,545.4,92.57
ORD-1535,CUST-280,Furniture,East,3/5/23 22:00,8,65.02,520.16,70.72
ORD-1536,CUST-426,Clothing,North,3/5/23 23:00,5,14,70,14.56
ORD-1537,CUST-855,Electronics,North,3/6/23 0:00,1,77.69,77.69,18.72
ORD-1538,CUST-495,Clothing,East,3/6/23 1:00,15,17.12,256.8,60.55
ORD-1539,CUST-484,Clothing,West,3/6/23 2:00,6,69.08,414.48,92.19
ORD-1540,CUST-250,Electronics,South,3/6/23 3:00,12,11.66,139.92,18.08
ORD-1541,CUST-468,Furniture,West,3/6/23 4:00,8,84.87,678.96,181.53
ORD-1542,CUST-565,Furniture,West,3/6/23 5:00,13,25.72,334.36,61.9
ORD-1543,CUST-149,Grocery,North,3/6/23 6:00,19,56.39,1071.41,154.6
ORD-1544,CUST-393,Electronics,South,3/6/23 7:00,1,33.53,33.53,3.93
ORD-1545,CUST-196,Grocery,West,3/6/23 8:00,11,75.04,825.44,151.34
ORD-1546,CUST-944,Grocery,North,3/6/23 9:00,1,38.92,,8.7
ORD-1547,CUST-614,Grocery,West,3/6/23 10:00,8,75.21,601.68,140.24
ORD-1548,CUST-521,Furniture,West,3/6/23 11:00,5,35.64,178.2,52.13
ORD-1549,CUST-765,Electronics,North,3/6/23 12:00,17,77.72,1321.24,172.59
ORD-1550,CUST-901,Grocery,North,3/6/23 13:00,8,12.75,102,30.31
ORD-1551,CUST-140,Electronics,North,3/6/23 14:00,10,35.5,355,81.98
ORD-1552,CUST-885,Electronics,South,3/6/23 15:00,2,54.88,109.76,20.95
ORD-1553,CUST-72,Furniture,West,3/6/23 16:00,9,14.06,126.54,35.13
ORD-1554,CUST-283,Grocery,North,3/6/23 17:00,3,26.74,80.22,19.16
ORD-1555,CUST-792,Grocery,East,3/6/23 18:00,18,94.11,1693.98,287.54
ORD-1556,CUST-809,Electronics,West,3/6/23 19:00,7,97.92,685.44,189.74
ORD-1557,CUST-875,Clothing,East,3/6/23 20:00,15,76.58,1148.7,268.02
ORD-1558,CUST-425,Furniture,South,3/6/23 21:00,18,32.7,588.6,141.13
ORD-1559,CUST-349,Furniture,North,3/6/23 22:00,3,33.45,100.35,28.03
ORD-1560,CUST-957,Furniture,East,3/6/23 23:00,14,68.12,953.68,180.9
ORD-1561,CUST-807,Furniture,South,3/7/23 0:00,2,20.58,41.16,9.52
ORD-1562,CUST-520,Grocery,North,3/7/23 1:00,14,95.35,1334.9,332.31
ORD-1563,CUST-274,Grocery,East,3/7/23 2:00,11,30.23,332.53,63.44
ORD-1564,CUST-841,Clothing,East,3/7/23 3:00,16,99.97,1599.52,186.65
ORD-1565,CUST-3,Furniture,South,3/7/23 4:00,8,54.62,436.96,111.11
ORD-1566,CUST-290,Furniture,North,3/7/23 5:00,7,79.43,556.01,60.92
ORD-1567,CUST-744,Electronics,North,3/7/23 6:00,11,10.2,112.2,27.33
ORD-1568,CUST-306,Grocery,East,3/7/23 7:00,3,89.99,269.97,76.18
ORD-1569,CUST-858,Furniture,East,3/7/23 8:00,17,34.3,583.1,98.77
ORD-1570,CUST-602,Clothing,East,3/7/23 9:00,14,70.11,981.54,118.19
ORD-1571,CUST-594,Clothing,North,3/7/23 10:00,6,82.57,495.42,72.62
ORD-1572,CUST-676,Grocery,South,3/7/23 11:00,8,24.77,198.16,42.1
ORD-1573,CUST-502,Clothing,South,3/7/23 12:00,5,49.83,249.15,71.89
ORD-1574,CUST-887,Clothing,North,3/7/23 13:00,8,54.45,435.6,88.19
ORD-1575,CUST-153,Grocery,West,3/7/23 14:00,2,38.09,76.18,9.34
ORD-1576,CUST-458,Furniture,South,3/7/23 15:00,15,53.36,800.4,180.54
ORD-1577,CUST-552,Furniture,East,3/7/23 16:00,12,38.58,462.96,114.15
ORD-1578,CUST-496,Clothing,West,3/7/23 17:00,17,42.47,721.99,128.99
ORD-1579,CUST-354,Clothing,West,3/7/23 18:00,1,70.24,70.24,17.16
ORD-1580,CUST-341,Furniture,South,3/7/23 19:00,15,66.93,1003.95,165.62
ORD-1581,CUST-566,Grocery,West,3/7/23 20:00,14,30.9,432.6,111.53
ORD-1582,CUST-782,Clothing,West,3/7/23 21:00,16,90.77,1452.32,244.3
ORD-1583,CUST-557,Electronics,South,3/7/23 22:00,9,87.65,788.85,119.29
ORD-1584,CUST-387,Grocery,South,3/7/23 23:00,1,55.82,55.82,15.4
ORD-1585,CUST-467,Clothing,West,3/8/23 0:00,17,48.99,832.83,174.64
ORD-1586,CUST-956,Clothing,East,3/8/23 1:00,13,43.92,570.96,89.66
ORD-1587,CUST-330,Electronics,North,3/8/23 2:00,5,73.65,368.25,105.69
ORD-1588,CUST-891,Electronics,West,3/8/23 3:00,10,70.45,704.5,167.79
ORD-1589,CUST-194,Furniture,West,3/8/23 4:00,6,27.66,165.96,23.92
ORD-1590,CUST-715,Grocery,East,3/8/23 5:00,19,70.43,1338.17,298.32
ORD-1591,CUST-245,Grocery,West,3/8/23 6:00,13,32.72,425.36,116.58
ORD-1592,CUST-586,Furniture,West,3/8/23 7:00,1,11.67,11.67,2.79
ORD-1593,CUST-393,Grocery,North,3/8/23 8:00,15,72.93,1093.95,162.95
ORD-1594,CUST-240,Grocery,North,3/8/23 9:00,14,68.03,952.42,218.84
ORD-1595,CUST-877,Grocery,North,3/8/23 10:00,8,46.97,375.76,84.11
ORD-1596,CUST-795,Grocery,South,3/8/23 11:00,10,57.31,573.1,151.4
ORD-1597,CUST-421,Grocery,South,3/8/23 12:00,9,95.25,857.25,116.27
ORD-1598,CUST-45,Electronics,North,3/8/23 13:00,17,63.57,1080.69,259.29
ORD-1599,CUST-326,Grocery,North,3/8/23 14:00,9,69.21,622.89,65.7
ORD-1600,CUST-763,Electronics,South,3/8/23 15:00,3,15.75,47.25,11.3
ORD-1601,CUST-485,Grocery,East,3/8/23 16:00,11,24.94,274.34,80.13
ORD-1602,CUST-723,Furniture,West,3/8/23 17:00,12,37.09,445.08,60.03
ORD-1603,CUST-936,Clothing,West,3/8/23 18:00,10,58.54,585.4,94.99
ORD-1604,CUST-831,Electronics,North,3/8/23 19:00,17,79.89,1358.13,294.14
ORD-1605,CUST-391,Grocery,East,3/8/23 20:00,17,38.91,661.47,163.04
ORD-1606,CUST-396,Furniture,South,3/8/23 21:00,11,42.07,462.77,78.15
ORD-1607,CUST-680,Clothing,North,3/8/23 22:00,4,33.05,132.2,30.78
ORD-1608,CUST-812,Electronics,East,3/8/23 23:00,7,32.91,230.37,64.47
ORD-1609,CUST-841,Clothing,East,3/9/23 0:00,14,95.4,1335.6,327.64
ORD-1610,CUST-668,Furniture,East,3/9/23 1:00,7,67.19,470.33,113.92
ORD-1611,CUST-156,Electronics,South,3/9/23 2:00,8,24.03,192.24,33.91
ORD-1612,CUST-508,Clothing,South,3/9/23 3:00,1,75,75,21.17
ORD-1613,CUST-988,Grocery,West,3/9/23 4:00,4,74.98,299.92,46.63
ORD-1614,CUST-38,Electronics,West,3/9/23 5:00,12,69.98,839.76,118.45
ORD-1615,CUST-130,Clothing,East,3/9/23 6:00,3,22.12,66.36,11.47
ORD-1616,CUST-515,Furniture,East,3/9/23 7:00,13,46.72,607.36,139.71
ORD-1617,CUST-989,Furniture,South,3/9/23 8:00,6,19.61,117.66,32.04
ORD-1618,CUST-605,Electronics,West,3/9/23 9:00,11,83.5,918.5,116.11
ORD-1619,CUST-340,Clothing,East,3/9/23 10:00,4,68.97,275.88,72.49
ORD-1620,CUST-891,Electronics,West,3/9/23 11:00,16,55.65,890.4,233.79
ORD-1621,CUST-103,Electronics,West,3/9/23 12:00,7,40.87,286.09,62.19
ORD-1622,CUST-896,Clothing,East,3/9/23 13:00,11,26.58,292.38,73.72
ORD-1623,CUST-866,Clothing,South,3/9/23 14:00,1,19.58,19.58,2.67
ORD-1624,CUST-451,Grocery,East,3/9/23 15:00,7,97.23,680.61,91.15
ORD-1625,CUST-103,Clothing,East,3/9/23 16:00,12,27.97,335.64,91.48
ORD-1626,CUST-539,Furniture,West,3/9/23 17:00,7,15.39,107.73,21.51
ORD-1627,CUST-933,Electronics,East,3/9/23 18:00,7,96.55,675.85,100.83
ORD-1628,CUST-468,Electronics,South,3/9/23 19:00,10,59.41,594.1,141.24
ORD-1629,CUST-16,Furniture,East,3/9/23 20:00,16,81.7,1307.2,363.89
ORD-1630,CUST-740,Clothing,South,3/9/23 21:00,8,13.94,111.52,25.26
ORD-1631,CUST-148,Furniture,South,3/9/23 22:00,9,61.03,549.27,93.08
ORD-1632,CUST-420,Furniture,West,3/9/23 23:00,9,45.84,412.56,81.13
ORD-1633,CUST-892,Grocery,North,3/10/23 0:00,2,79.48,158.96,39.81
ORD-1634,CUST-671,Furniture,North,3/10/23 1:00,13,13.46,174.98,19.86
ORD-1635,CUST-994,Electronics,West,3/10/23 2:00,13,46.15,599.95,86.05
ORD-1636,CUST-159,Furniture,East,3/10/23 3:00,4,81.92,327.68,63.08
ORD-1637,CUST-77,Electronics,West,3/10/23 4:00,12,57.04,684.48,151.17
ORD-1638,CUST-481,Electronics,South,3/10/23 5:00,17,59.5,1011.5,169.76
ORD-1639,CUST-801,Electronics,North,3/10/23 6:00,2,18.74,37.48,5.98
ORD-1640,CUST-993,Clothing,West,3/10/23 7:00,13,21.91,284.83,30.84
ORD-1641,CUST-272,Grocery,East,3/10/23 8:00,18,70.93,1276.74,136
ORD-1642,CUST-347,Electronics,West,3/10/23 9:00,15,70.75,1061.25,165.28
ORD-1643,CUST-639,Electronics,North,3/10/23 10:00,8,98.12,784.96,161.78
ORD-1644,CUST-710,Clothing,West,3/10/23 11:00,15,74.08,1111.2,234.77
ORD-1645,CUST-408,Electronics,West,3/10/23 12:00,1,54.39,54.39,10.81
ORD-1646,CUST-666,Furniture,North,3/10/23 13:00,10,87.16,871.6,158.61
ORD-1647,CUST-83,Furniture,South,3/10/23 14:00,12,19.4,232.8,35.03
ORD-1648,CUST-873,Grocery,South,3/10/23 15:00,5,50.44,252.2,45.43
ORD-1649,CUST-337,Electronics,North,3/10/23 16:00,9,35.84,322.56,41.21
ORD-1650,CUST-873,Clothing,West,3/10/23 17:00,8,19.42,155.36,19.12
ORD-1651,CUST-691,Furniture,North,3/10/23 18:00,16,78.72,1259.52,201.51
ORD-1652,CUST-880,Clothing,South,3/10/23 19:00,14,55.97,783.58,234.35
ORD-1653,CUST-547,Clothing,East,3/10/23 20:00,13,60.11,781.43,129.17
ORD-1654,CUST-390,Furniture,West,3/10/23 21:00,13,47.01,611.13,175.57
ORD-1655,CUST-978,Clothing,South,3/10/23 22:00,5,51.43,257.15,45.89
ORD-1656,CUST-325,Furniture,West,3/10/23 23:00,16,20.44,327.04,61.42
ORD-1657,CUST-642,Clothing,North,3/11/23 0:00,11,70.56,776.16,201.35
ORD-1658,CUST-736,Furniture,East,3/11/23 1:00,5,48.92,244.6,29.04
ORD-1659,CUST-909,Electronics,North,3/11/23 2:00,13,83.51,1085.63,148.15
ORD-1660,CUST-778,Grocery,East,3/11/23 3:00,11,27.67,304.37,89.72
ORD-1661,CUST-500,Furniture,West,3/11/23 4:00,19,28.45,540.55,108.75
ORD-1662,CUST-894,Furniture,West,3/11/23 5:00,3,68.12,204.36,22.25
ORD-1663,CUST-555,Grocery,North,3/11/23 6:00,15,86.14,1292.1,141.45
ORD-1664,CUST-37,Furniture,East,3/11/23 7:00,7,52.5,367.5,103.43
ORD-1665,CUST-633,Furniture,East,3/11/23 8:00,7,75.43,528.01,217.545
ORD-1666,CUST-71,Clothing,West,3/11/23 9:00,6,99.94,599.64,114.94
ORD-1667,CUST-241,Grocery,North,3/11/23 10:00,3,99.12,297.36,39.44
ORD-1668,CUST-647,Electronics,East,3/11/23 11:00,13,76.99,1000.87,266.29
ORD-1669,CUST-701,Furniture,West,3/11/23 12:00,7,76.56,535.92,88.38
ORD-1670,CUST-944,Grocery,South,3/11/23 13:00,5,32.29,161.45,29.68
ORD-1671,CUST-295,Clothing,North,3/11/23 14:00,18,85.02,1530.36,361.92
ORD-1672,CUST-233,Electronics,South,3/11/23 15:00,8,46.46,371.68,63.44
ORD-1673,CUST-765,Grocery,North,3/11/23 16:00,17,96.58,1641.86,370.62
ORD-1674,CUST-93,Electronics,West,3/11/23 17:00,1,17.33,17.33,4.8
ORD-1675,CUST-445,Electronics,East,3/11/23 18:00,14,49.23,689.22,178.84
ORD-1676,CUST-101,Electronics,East,3/11/23 19:00,17,60.03,1020.51,179.94
ORD-1677,CUST-779,Furniture,East,3/11/23 20:00,10,46.46,464.6,73.22
ORD-1678,CUST-649,Furniture,North,3/11/23 21:00,12,28.95,347.4,54.58
ORD-1679,CUST-721,Clothing,West,3/11/23 22:00,16,63.37,1013.92,172.08
ORD-1680,CUST-894,Clothing,South,3/11/23 23:00,14,78.03,1092.42,217.07
ORD-1681,CUST-103,Grocery,West,3/12/23 0:00,16,68.04,1088.64,199.57
ORD-1682,CUST-455,Clothing,South,3/12/23 1:00,8,31.1,248.8,31.5
ORD-1683,CUST-171,Electronics,North,3/12/23 2:00,10,75.84,758.4,100.63
ORD-1684,CUST-711,Electronics,North,3/12/23 3:00,17,33.12,,94.92
ORD-1685,CUST-307,Furniture,South,3/12/23 4:00,18,25.77,463.86,98.53
ORD-1686,CUST-926,Electronics,South,3/12/23 5:00,16,72.16,1154.56,252.31
ORD-1687,CUST-30,Grocery,South,3/12/23 6:00,17,85.85,1459.45,287.86
ORD-1688,CUST-48,Electronics,West,3/12/23 7:00,16,53.34,853.44,211.44
ORD-1689,CUST-333,Electronics,South,3/12/23 8:00,19,57.83,1098.77,271.89
ORD-1690,CUST-816,Grocery,North,3/12/23 9:00,8,37.25,298,55.29
ORD-1691,CUST-58,Clothing,North,3/12/23 10:00,6,54.52,327.12,40.85
ORD-1692,CUST-301,Clothing,East,3/12/23 11:00,6,21.88,131.28,27.05
ORD-1693,CUST-368,Grocery,South,3/12/23 12:00,9,96.02,864.18,152.35
ORD-1694,CUST-384,Furniture,West,3/12/23 13:00,4,82.03,328.12,41.86
ORD-1695,CUST-442,Electronics,West,3/12/23 14:00,12,70.12,841.44,249.37
ORD-1696,CUST-150,Grocery,West,3/12/23 15:00,12,58.44,701.28,121.99
ORD-1697,CUST-251,Electronics,East,3/12/23 16:00,17,81.3,1382.1,311.19
ORD-1698,CUST-544,Furniture,North,3/12/23 17:00,15,54.53,817.95,161.98
ORD-1699,CUST-422,Electronics,West,3/12/23 18:00,9,37,333,42.81
ORD-1700,CUST-580,Grocery,North,3/12/23 19:00,7,24.43,171.01,19
ORD-1701,CUST-699,Electronics,East,3/12/23 20:00,10,68.28,682.8,153.74
ORD-1702,CUST-812,Clothing,South,3/12/23 21:00,16,93.65,1498.4,223.87
ORD-1703,CUST-185,Furniture,South,3/12/23 22:00,12,23.83,285.96,42.53
ORD-1704,CUST-175,Furniture,South,3/12/23 23:00,7,26.2,183.4,53.44
