CUSTOMER_ID,ORDER_ID,REGION,CATEGORY,ORDER_DATE,SHIP_DATE,TOTAL_SALES,PROFIT_MARGIN
CUST-128,ORD-740,West,Furniture,2023-01-31 19:00:00,2023-02-01 19:00:00,461.01,0.14
CUST-738,ORD-741,East,Furniture,2023-01-31 20:00:00,2023-02-01 20:00:00,892.06,0.12
CUST-922,ORD-742,South,Furniture,2023-01-31 21:00:00,2023-02-01 21:00:00,573.8,0.4
CUST-308,ORD-743,South,Furniture,2023-01-31 22:00:00,2023-02-01 22:00:00,834.07,0.15
CUST-520,ORD-744,North,Clothing,2023-01-31 23:00:00,2023-02-01 23:00:00,991.71,0.29
CUST-317,ORD-745,East,Grocery,2023-02-01 00:00:00,2023-02-02 00:00:00,171.98,0.25
CUST-683,ORD-746,South,Electronics,2023-02-01 01:00:00,2023-02-02 01:00:00,694.86,0.31
CUST-419,ORD-747,East,Electronics,2023-02-01 02:00:00,2023-02-02 02:00:00,677.55,0.44
CUST-335,ORD-748,East,Clothing,2023-02-01 03:00:00,2023-02-02 03:00:00,980.16,0.44
CUST-413,ORD-749,North,Grocery,2023-02-01 04:00:00,2023-02-02 04:00:00,985.74,0.25
CUST-714,ORD-750,South,Furniture,2023-02-01 05:00:00,2023-02-02 05:00:00,689.81,0.06
CUST-303,ORD-751,West,Clothing,2023-02-01 06:00:00,2023-02-02 06:00:00,251.18,0.24
CUST-568,ORD-752,North,Grocery,2023-02-01 07:00:00,2023-02-02 07:00:00,800.57,0.32
CUST-131,ORD-753,South,Furniture,2023-02-01 08:00:00,2023-02-02 08:00:00,115.96,0.3
CUST-197,ORD-754,South,Clothing,2023-02-01 09:00:00,2023-02-02 09:00:00,782.89,0.34
CUST-431,ORD-755,South,Grocery,2023-02-01 10:00:00,2023-02-02 10:00:00,911.09,0.12
CUST-681,ORD-756,South,Electronics,2023-02-01 11:00:00,2023-02-02 11:00:00,389.01,0.34
CUST-963,ORD-757,South,Electronics,2023-02-01 12:00:00,2023-02-02 12:00:00,634.33,0.13
CUST-389,ORD-758,East,Grocery,2023-02-01 13:00:00,2023-02-02 13:00:00,435.84,0.39
CUST-694,ORD-759,North,Electronics,2023-02-01 14:00:00,2023-02-02 14:00:00,443.39,0.2
CUST-767,ORD-760,East,Grocery,2023-02-01 15:00:00,2023-02-02 15:00:00,317.27,0.37
CUST-925,ORD-761,West,Furniture,2023-02-01 16:00:00,2023-02-02 16:00:00,764.51,0.07
CUST-179,ORD-762,South,Grocery,2023-02-01 17:00:00,2023-02-02 17:00:00,936.81,0.23
CUST-631,ORD-763,North,Furniture,2023-02-01 18:00:00,2023-02-02 18:00:00,941.34,0.37
CUST-583,ORD-764,South,Clothing,2023-02-01 19:00:00,2023-02-02 19:00:00,183.03,0.15
CUST-309,ORD-765,North,Grocery,2023-02-01 20:00:00,2023-02-02 20:00:00,876.0,0.41
CUST-416,ORD-766,East,Clothing,2023-02-01 21:00:00,2023-02-02 21:00:00,740.06,0.33
CUST-562,ORD-767,North,Electronics,2023-02-01 22:00:00,2023-02-02 22:00:00,260.31,0.31
CUST-854,ORD-768,West,Furniture,2023-02-01 23:00:00,2023-02-02 23:00:00,76.61,0.21
CUST-1,ORD-769,West,Grocery,2023-02-02 00:00:00,2023-02-03 00:00:00,275.32,0.27
CUST-312,ORD-770,North,Clothing,2023-02-02 01:00:00,2023-02-03 01:00:00,913.09,0.32
CUST-294,ORD-771,North,Furniture,2023-02-02 02:00:00,2023-02-03 02:00:00,636.85,0.26
CUST-216,ORD-772,North,Furniture,2023-02-02 03:00:00,2023-02-03 03:00:00,723.84,0.36
CUST-441,ORD-773,North,Electronics,2023-02-02 04:00:00,2023-02-03 04:00:00,264.58,0.25
CUST-805,ORD-774,West,Electronics,2023-02-02 05:00:00,2023-02-03 05:00:00,722.19,0.14
CUST-594,ORD-775,South,Furniture,2023-02-02 06:00:00,2023-02-03 06:00:00,37.84,0.15
CUST-622,ORD-776,North,Furniture,2023-02-02 07:00:00,2023-02-03 07:00:00,381.57,0.05
CUST-671,ORD-777,North,Grocery,2023-02-02 08:00:00,2023-02-03 08:00:00,630.49,0.19
CUST-330,ORD-778,West,Furniture,2023-02-02 09:00:00,2023-02-03 09:00:00,154.64,0.39
CUST-477,ORD-779,West,Grocery,2023-02-02 10:00:00,2023-02-03 10:00:00,824.77,0.41
CUST-453,ORD-780,East,Furniture,2023-02-02 11:00:00,2023-02-03 11:00:00,242.68,0.14
CUST-453,ORD-781,North,Electronics,2023-02-02 12:00:00,2023-02-03 12:00:00,655.76,0.48
CUST-692,ORD-782,East,Grocery,2023-02-02 13:00:00,2023-02-03 13:00:00,411.15,0.28
CUST-219,ORD-783,West,Clothing,2023-02-02 14:00:00,2023-02-03 14:00:00,600.08,0.46
CUST-524,ORD-784,West,Electronics,2023-02-02 15:00:00,2023-02-03 15:00:00,116.38,0.37
CUST-485,ORD-785,South,Grocery,2023-02-02 16:00:00,2023-02-03 16:00:00,26.74,0.38
CUST-813,ORD-786,North,Grocery,2023-02-02 17:00:00,2023-02-03 17:00:00,910.47,0.09
CUST-923,ORD-787,East,Clothing,2023-02-02 18:00:00,2023-02-03 18:00:00,276.93,0.15
CUST-983,ORD-788,West,Grocery,2023-02-02 19:00:00,2023-02-03 19:00:00,821.48,0.05
CUST-816,ORD-789,West,Furniture,2023-02-02 20:00:00,2023-02-03 20:00:00,999.36,0.37
CUST-754,ORD-790,East,Clothing,2023-02-02 21:00:00,2023-02-03 21:00:00,219.32,0.2
CUST-174,ORD-791,South,Electronics,2023-02-02 22:00:00,2023-02-03 22:00:00,272.52,0.4
CUST-675,ORD-792,West,Electronics,2023-02-02 23:00:00,2023-02-03 23:00:00,666.23,0.2
CUST-87,ORD-793,North,Furniture,2023-02-03 00:00:00,2023-02-04 00:00:00,965.79,0.42
CUST-291,ORD-794,West,Electronics,2023-02-03 01:00:00,2023-02-04 01:00:00,916.66,0.11
CUST-528,ORD-795,North,Grocery,2023-02-03 02:00:00,2023-02-04 02:00:00,507.85,0.13
CUST-680,ORD-796,East,Grocery,2023-02-03 03:00:00,2023-02-04 03:00:00,797.16,0.2
CUST-649,ORD-797,North,Furniture,2023-02-03 04:00:00,2023-02-04 04:00:00,144.39,0.23
CUST-635,ORD-798,East,Electronics,2023-02-03 05:00:00,2023-02-04 05:00:00,977.66,0.21
CUST-344,ORD-799,North,Electronics,2023-02-03 06:00:00,2023-02-04 06:00:00,964.71,0.39
CUST-96,ORD-800,East,Furniture,2023-02-03 07:00:00,2023-02-04 07:00:00,172.09,0.09
CUST-839,ORD-801,North,Clothing,2023-02-03 08:00:00,2023-02-04 08:00:00,306.43,0.21
CUST-975,ORD-802,South,Electronics,2023-02-03 09:00:00,2023-02-04 09:00:00,109.15,0.43
CUST-770,ORD-803,North,Clothing,2023-02-03 10:00:00,2023-02-04 10:00:00,279.0,0.08
CUST-241,ORD-804,North,Electronics,2023-02-03 11:00:00,2023-02-04 11:00:00,817.8,0.47
CUST-689,ORD-805,South,Electronics,2023-02-03 12:00:00,2023-02-04 12:00:00,384.53,0.49
CUST-318,ORD-806,West,Electronics,2023-02-03 13:00:00,2023-02-04 13:00:00,97.51,0.09
CUST-231,ORD-807,West,Electronics,2023-02-03 14:00:00,2023-02-04 14:00:00,348.8,0.18
CUST-826,ORD-808,North,Grocery,2023-02-03 15:00:00,2023-02-04 15:00:00,981.57,0.22
CUST-204,ORD-809,South,Clothing,2023-02-03 16:00:00,2023-02-04 16:00:00,633.39,0.4
CUST-151,ORD-810,North,Clothing,2023-02-03 17:00:00,2023-02-04 17:00:00,422.0,0.32
CUST-26,ORD-811,East,Electronics,2023-02-03 18:00:00,2023-02-04 18:00:00,174.87,0.34
CUST-48,ORD-812,East,Electronics,2023-02-03 19:00:00,2023-02-04 19:00:00,986.32,0.39
CUST-251,ORD-813,North,Clothing,2023-02-03 20:00:00,2023-02-04 20:00:00,822.64,0.1
CUST-487,ORD-814,West,Grocery,2023-02-03 21:00:00,2023-02-04 21:00:00,288.66,0.42
CUST-626,ORD-815,West,Furniture,2023-02-03 22:00:00,2023-02-04 22:00:00,79.37,0.37
CUST-871,ORD-816,North,Furniture,2023-02-03 23:00:00,2023-02-04 23:00:00,66.06,0.31
CUST-787,ORD-817,North,Clothing,2023-02-04 00:00:00,2023-02-05 00:00:00,129.17,0.45
CUST-75,ORD-818,East,Electronics,2023-02-04 01:00:00,2023-02-05 01:00:00,584.96,0.37
CUST-467,ORD-819,West,Electronics,2023-02-04 02:00:00,2023-02-05 02:00:00,929.48,0.14
CUST-425,ORD-820,North,Grocery,2023-02-04 03:00:00,2023-02-05 03:00:00,501.78,0.24
CUST-908,ORD-821,East,Furniture,2023-02-04 04:00:00,2023-02-05 04:00:00,844.52,0.27
CUST-645,ORD-822,West,Grocery,2023-02-04 05:00:00,2023-02-05 05:00:00,451.43,0.07
CUST-590,ORD-823,South,Furniture,2023-02-04 06:00:00,2023-02-05 06:00:00,711.5,0.48
CUST-200,ORD-824,East,Clothing,2023-02-04 07:00:00,2023-02-05 07:00:00,367.275,0.11
CUST-736,ORD-825,West,Furniture,2023-02-04 08:00:00,2023-02-05 08:00:00,182.22,0.36
CUST-714,ORD-826,West,Grocery,2023-02-04 09:00:00,2023-02-05 09:00:00,367.6,0.28
CUST-394,ORD-827,East,Grocery,2023-02-04 10:00:00,2023-02-05 10:00:00,640.93,0.06
CUST-507,ORD-828,South,Grocery,2023-02-04 11:00:00,2023-02-05 11:00:00,79.99,0.47
CUST-410,ORD-829,East,Clothing,2023-02-04 12:00:00,2023-02-05 12:00:00,367.92,0.43
CUST-250,ORD-830,West,Furniture,2023-02-04 13:00:00,2023-02-05 13:00:00,539.45,0.29
CUST-152,ORD-831,North,Furniture,2023-02-04 14:00:00,2023-02-05 14:00:00,996.26,0.15
CUST-672,ORD-832,North,Grocery,2023-02-04 15:00:00,2023-02-05 15:00:00,479.79,0.1
CUST-705,ORD-833,East,Furniture,2023-02-04 16:00:00,2023-02-05 16:00:00,817.9,0.21
CUST-6,ORD-834,West,Electronics,2023-02-04 17:00:00,2023-02-05 17:00:00,437.75,0.16
CUST-915,ORD-835,North,Electronics,2023-02-04 18:00:00,2023-02-05 18:00:00,798.43,0.28
CUST-769,ORD-836,West,Electronics,2023-02-04 19:00:00,2023-02-05 19:00:00,599.46,0.48
CUST-882,ORD-837,East,Furniture,2023-02-04 20:00:00,2023-02-05 20:00:00,887.73,0.31
CUST-789,ORD-838,North,Clothing,2023-02-04 21:00:00,2023-02-05 21:00:00,416.83,0.45
CUST-907,ORD-839,West,Clothing,2023-02-04 22:00:00,2023-02-05 22:00:00,608.26,0.34
CUST-110,ORD-840,North,Clothing,2023-02-04 23:00:00,2023-02-05 23:00:00,316.86,0.26
CUST-798,ORD-841,East,Clothing,2023-02-05 00:00:00,2023-02-06 00:00:00,423.21,0.43
CUST-436,ORD-842,West,Electronics,2023-02-05 01:00:00,2023-02-06 01:00:00,152.87,0.26
CUST-225,ORD-843,North,Electronics,2023-02-05 02:00:00,2023-02-06 02:00:00,102.62,
CUST-181,ORD-844,East,Grocery,2023-02-05 03:00:00,2023-02-06 03:00:00,26.5,0.18
CUST-824,ORD-845,North,Furniture,2023-02-05 04:00:00,2023-02-06 04:00:00,874.8,0.11
CUST-981,ORD-846,North,Furniture,2023-02-05 05:00:00,2023-02-06 05:00:00,122.055,0.43
CUST-713,ORD-847,South,Clothing,2023-02-05 06:00:00,2023-02-06 06:00:00,219.39,0.31
CUST-531,ORD-848,South,Electronics,2023-02-05 07:00:00,2023-02-06 07:00:00,738.68,0.45
CUST-476,ORD-849,East,Clothing,2023-02-05 08:00:00,2023-02-06 08:00:00,326.82,0.47
CUST-52,ORD-850,South,Grocery,2023-02-05 09:00:00,2023-02-06 09:00:00,510.98,0.07
CUST-571,ORD-851,East,Furniture,2023-02-05 10:00:00,2023-02-06 10:00:00,170.89,0.28
CUST-256,ORD-852,South,Furniture,2023-02-05 11:00:00,2023-02-06 11:00:00,960.15,0.22
CUST-940,ORD-853,North,Clothing,2023-02-05 12:00:00,2023-02-06 12:00:00,853.07,0.33
CUST-869,ORD-854,East,Grocery,2023-02-05 13:00:00,2023-02-06 13:00:00,865.15,0.41
CUST-125,ORD-855,East,Furniture,2023-02-05 14:00:00,2023-02-06 14:00:00,412.71,0.18
CUST-468,ORD-856,North,Grocery,2023-02-05 15:00:00,2023-02-06 15:00:00,764.74,0.3
CUST-137,ORD-857,East,Grocery,2023-02-05 16:00:00,2023-02-06 16:00:00,152.44,0.37
CUST-821,ORD-858,East,Clothing,2023-02-05 17:00:00,2023-02-06 17:00:00,18.53,0.11
CUST-476,ORD-859,South,Electronics,2023-02-05 18:00:00,2023-02-06 18:00:00,29.77,0.42
CUST-684,ORD-860,East,Clothing,2023-02-05 19:00:00,2023-02-06 19:00:00,590.74,0.32
CUST-544,ORD-861,West,Electronics,2023-02-05 20:00:00,2023-02-06 20:00:00,460.84,0.48
CUST-573,ORD-862,North,Grocery,2023-02-05 21:00:00,2023-02-06 21:00:00,522.84,0.2
CUST-610,ORD-863,South,Electronics,2023-02-05 22:00:00,2023-02-06 22:00:00,17.39,0.1
CUST-325,ORD-864,South,Grocery,2023-02-05 23:00:00,2023-02-06 23:00:00,428.46,0.28
CUST-973,ORD-865,West,Furniture,2023-02-06 00:00:00,2023-02-07 00:00:00,720.89,0.09
CUST-774,ORD-866,North,Furniture,2023-02-06 01:00:00,2023-02-07 01:00:00,448.27,0.49
CUST-913,ORD-867,North,Furniture,2023-02-06 02:00:00,2023-02-07 02:00:00,734.9,0.07
CUST-454,ORD-868,South,Clothing,2023-02-06 03:00:00,2023-02-07 03:00:00,240.69,0.39
CUST-628,ORD-869,East,Clothing,2023-02-06 04:00:00,2023-02-07 04:00:00,815.01,0.29
CUST-835,ORD-870,South,Grocery,2023-02-06 05:00:00,2023-02-07 05:00:00,592.55,0.22
CUST-737,ORD-871,North,Furniture,2023-02-06 06:00:00,2023-02-07 06:00:00,218.66,0.08
CUST-914,ORD-872,West,Clothing,2023-02-06 07:00:00,2023-02-07 07:00:00,244.35,0.33
CUST-517,ORD-873,South,Furniture,2023-02-06 08:00:00,2023-02-07 08:00:00,631.75,0.31
CUST-437,ORD-874,North,Clothing,2023-02-06 09:00:00,2023-02-07 09:00:00,831.64,0.18
CUST-851,ORD-875,South,Electronics,2023-02-06 10:00:00,2023-02-07 10:00:00,421.47,0.46
CUST-929,ORD-876,East,Electronics,2023-02-06 11:00:00,2023-02-07 11:00:00,265.72,0.19
CUST-562,ORD-877,South,Furniture,2023-02-06 12:00:00,2023-02-07 12:00:00,868.34,0.25
CUST-457,ORD-878,South,Grocery,2023-02-06 13:00:00,2023-02-07 13:00:00,672.58,0.29
CUST-919,ORD-879,North,Clothing,2023-02-06 14:00:00,2023-02-07 14:00:00,453.6,0.1
CUST-163,ORD-880,North,Clothing,2023-02-06 15:00:00,2023-02-07 15:00:00,493.02,0.47
CUST-762,ORD-881,North,Electronics,2023-02-06 16:00:00,2023-02-07 16:00:00,212.21,0.22
CUST-883,ORD-882,South,Electronics,2023-02-06 17:00:00,2023-02-07 17:00:00,630.53,0.09
CUST-487,ORD-883,East,Grocery,2023-02-06 18:00:00,2023-02-07 18:00:00,365.16,0.22
CUST-461,ORD-884,West,Grocery,2023-02-06 19:00:00,2023-02-07 19:00:00,995.69,0.32
CUST-266,ORD-885,West,Grocery,2023-02-06 20:00:00,2023-02-07 20:00:00,485.38,0.28
CUST-770,ORD-886,North,Furniture,2023-02-06 21:00:00,2023-02-07 21:00:00,491.03,0.36
CUST-254,ORD-887,North,Electronics,2023-02-06 22:00:00,2023-02-07 22:00:00,570.19,0.07
CUST-861,ORD-888,South,Furniture,2023-02-06 23:00:00,2023-02-07 23:00:00,917.59,0.18
CUST-653,ORD-889,West,Electronics,2023-02-07 00:00:00,2023-02-08 00:00:00,802.81,0.42
CUST-284,ORD-890,North,Electronics,2023-02-07 01:00:00,2023-02-08 01:00:00,456.62,0.09
CUST-785,ORD-891,East,Clothing,2023-02-07 02:00:00,2023-02-08 02:00:00,721.51,0.43
CUST-797,ORD-892,East,Electronics,2023-02-07 03:00:00,2023-02-08 03:00:00,590.37,0.09
CUST-534,ORD-893,North,Electronics,2023-02-07 04:00:00,2023-02-08 04:00:00,497.44,0.43
CUST-497,ORD-894,North,Furniture,2023-02-07 05:00:00,2023-02-08 05:00:00,200.39,0.21
CUST-642,ORD-895,West,Electronics,2023-02-07 06:00:00,2023-02-08 06:00:00,469.3,0.33
CUST-245,ORD-896,West,Furniture,2023-02-07 07:00:00,2023-02-08 07:00:00,253.36,0.12
CUST-282,ORD-897,South,Grocery,2023-02-07 08:00:00,2023-02-08 08:00:00,915.69,0.08
CUST-451,ORD-898,West,Electronics,2023-02-07 09:00:00,2023-02-08 09:00:00,342.05,0.15
CUST-80,ORD-899,East,Electronics,2023-02-07 10:00:00,2023-02-08 10:00:00,952.74,0.11
CUST-731,ORD-900,East,Furniture,2023-02-07 11:00:00,2023-02-08 11:00:00,537.72,0.19
CUST-293,ORD-901,North,Grocery,2023-02-07 12:00:00,2023-02-08 12:00:00,635.23,0.28
CUST-241,ORD-902,West,Clothing,2023-02-07 13:00:00,2023-02-08 13:00:00,547.51,0.31
CUST-279,ORD-903,South,Grocery,2023-02-07 14:00:00,2023-02-08 14:00:00,138.09,0.41
CUST-344,ORD-904,East,Furniture,2023-02-07 15:00:00,2023-02-08 15:00:00,382.06,0.35
CUST-328,ORD-905,East,Grocery,2023-02-07 16:00:00,2023-02-08 16:00:00,108.15,0.32
CUST-915,ORD-906,South,Furniture,2023-02-07 17:00:00,2023-02-08 17:00:00,626.72,0.24
CUST-554,ORD-907,South,Furniture,2023-02-07 18:00:00,2023-02-08 18:00:00,452.41,0.26
CUST-83,ORD-908,East,Clothing,2023-02-07 19:00:00,2023-02-08 19:00:00,780.21,0.24
CUST-142,ORD-909,East,Electronics,2023-02-07 20:00:00,2023-02-08 20:00:00,228.27,0.43
CUST-155,ORD-910,South,Furniture,2023-02-07 21:00:00,2023-02-08 21:00:00,172.92,0.15
CUST-237,ORD-911,East,Furniture,2023-02-07 22:00:00,2023-02-08 22:00:00,412.27,0.05
CUST-393,ORD-912,North,Clothing,2023-02-07 23:00:00,2023-02-08 23:00:00,927.32,0.34
CUST-711,ORD-913,North,Furniture,2023-02-08 00:00:00,2023-02-09 00:00:00,713.32,0.14
CUST-157,ORD-914,South,Electronics,2023-02-08 01:00:00,2023-02-09 01:00:00,424.73,0.45
CUST-724,ORD-915,West,Clothing,2023-02-08 02:00:00,2023-02-09 02:00:00,522.1,0.44
CUST-220,ORD-916,South,Electronics,2023-02-08 03:00:00,2023-02-09 03:00:00,93.37,0.08
CUST-66,ORD-917,South,Electronics,2023-02-08 04:00:00,2023-02-09 04:00:00,984.73,0.1
CUST-425,ORD-918,West,Clothing,2023-02-08 05:00:00,2023-02-09 05:00:00,669.74,0.27
CUST-418,ORD-919,West,Furniture,2023-02-08 06:00:00,2023-02-09 06:00:00,292.55,0.32
CUST-339,ORD-920,West,Electronics,2023-02-08 07:00:00,2023-02-09 07:00:00,589.95,0.17
CUST-556,ORD-921,North,Electronics,2023-02-08 08:00:00,2023-02-09 08:00:00,118.39,0.37
CUST-478,ORD-922,East,Electronics,2023-02-08 09:00:00,2023-02-09 09:00:00,966.18,0.32
CUST-426,ORD-923,North,Electronics,2023-02-08 10:00:00,2023-02-09 10:00:00,183.04,0.2
CUST-64,ORD-924,East,Clothing,2023-02-08 11:00:00,2023-02-09 11:00:00,,0.06
CUST-212,ORD-925,North,Clothing,2023-02-08 12:00:00,2023-02-09 12:00:00,253.0,0.39
CUST-853,ORD-926,East,Grocery,2023-02-08 13:00:00,2023-02-09 13:00:00,720.39,0.15
CUST-431,ORD-927,North,Grocery,2023-02-08 14:00:00,2023-02-09 14:00:00,779.05,0.43
CUST-399,ORD-928,West,Electronics,2023-02-08 15:00:00,2023-02-09 15:00:00,676.69,0.24
CUST-927,ORD-929,South,Furniture,2023-02-08 16:00:00,2023-02-09 16:00:00,618.35,0.31
CUST-789,ORD-930,North,Electronics,2023-02-08 17:00:00,2023-02-09 17:00:00,893.54,0.44
CUST-599,ORD-931,East,Furniture,2023-02-08 18:00:00,2023-02-09 18:00:00,87.84,0.44
CUST-969,ORD-932,West,Electronics,2023-02-08 19:00:00,2023-02-09 19:00:00,337.61,0.22
CUST-713,ORD-933,North,Grocery,2023-02-08 20:00:00,2023-02-09 20:00:00,255.8,0.14
CUST-21,ORD-934,North,Grocery,2023-02-08 21:00:00,2023-02-09 21:00:00,988.13,0.4
CUST-878,ORD-935,West,Furniture,2023-02-08 22:00:00,2023-02-09 22:00:00,395.5,0.24
CUST-902,ORD-936,North,Electronics,2023-02-08 23:00:00,2023-02-09 23:00:00,735.29,0.14
CUST-784,ORD-937,South,Furniture,2023-02-09 00:00:00,2023-02-10 00:00:00,687.88,0.46
CUST-590,ORD-938,North,Grocery,2023-02-09 01:00:00,2023-02-10 01:00:00,219.96,0.14
CUST-390,ORD-939,South,Electronics,2023-02-09 02:00:00,2023-02-10 02:00:00,246.61,0.06
CUST-489,ORD-940,South,Electronics,2023-02-09 03:00:00,2023-02-10 03:00:00,288.47,0.06
CUST-7,ORD-941,West,Furniture,2023-02-09 04:00:00,2023-02-10 04:00:00,417.02,0.33
CUST-966,ORD-942,North,Clothing,2023-02-09 05:00:00,2023-02-10 05:00:00,241.98,0.35
CUST-361,ORD-943,West,Furniture,2023-02-09 06:00:00,2023-02-10 06:00:00,29.45,0.19
CUST-306,ORD-944,North,Grocery,2023-02-09 07:00:00,2023-02-10 07:00:00,880.6,0.19
CUST-772,ORD-945,North,Grocery,2023-02-09 08:00:00,2023-02-10 08:00:00,965.95,
CUST-400,ORD-946,East,Grocery,2023-02-09 09:00:00,2023-02-10 09:00:00,348.15,0.36
CUST-874,ORD-947,North,Grocery,2023-02-09 10:00:00,2023-02-10 10:00:00,345.12,0.08
CUST-914,ORD-948,West,Grocery,2023-02-09 11:00:00,2023-02-10 11:00:00,17.02,0.47
CUST-977,ORD-949,South,Clothing,2023-02-09 12:00:00,2023-02-10 12:00:00,683.45,0.15
CUST-856,ORD-950,North,Electronics,2023-02-09 13:00:00,2023-02-10 13:00:00,827.19,0.5
CUST-430,ORD-951,East,Furniture,2023-02-09 14:00:00,2023-02-10 14:00:00,155.14,0.195
CUST-552,ORD-952,West,Furniture,2023-02-09 15:00:00,2023-02-10 15:00:00,168.07,0.4
CUST-766,ORD-953,North,Grocery,2023-02-09 16:00:00,2023-02-10 16:00:00,792.18,0.15
CUST-753,ORD-954,West,Furniture,2023-02-09 17:00:00,2023-02-10 17:00:00,620.13,0.09
CUST-560,ORD-955,East,Grocery,2023-02-09 18:00:00,2023-02-10 18:00:00,54.41,0.44
CUST-820,ORD-956,East,Clothing,2023-02-09 19:00:00,2023-02-10 19:00:00,626.32,0.44
CUST-618,ORD-957,West,Clothing,2023-02-09 20:00:00,2023-02-10 20:00:00,315.83,0.23
CUST-920,ORD-958,North,Electronics,2023-02-09 21:00:00,2023-02-10 21:00:00,375.04,0.37
CUST-226,ORD-959,South,Clothing,2023-02-09 22:00:00,2023-02-10 22:00:00,772.03,0.3
CUST-500,ORD-960,East,Clothing,2023-02-09 23:00:00,2023-02-10 23:00:00,812.83,0.43
CUST-225,ORD-961,North,Electronics,2023-02-10 00:00:00,2023-02-11 00:00:00,406.35,0.19
CUST-280,ORD-962,North,Furniture,2023-02-10 01:00:00,2023-02-11 01:00:00,947.68,0.29
CUST-447,ORD-963,South,Grocery,2023-02-10 02:00:00,2023-02-11 02:00:00,412.4,0.27
CUST-498,ORD-964,East,Grocery,2023-02-10 03:00:00,2023-02-11 03:00:00,774.12,0.21
CUST-30,ORD-965,East,Furniture,2023-02-10 04:00:00,2023-02-11 04:00:00,489.04,0.45
CUST-399,ORD-966,North,Electronics,2023-02-10 05:00:00,2023-02-11 05:00:00,898.56,0.12
CUST-345,ORD-967,North,Furniture,2023-02-10 06:00:00,2023-02-11 06:00:00,908.68,0.12
CUST-685,ORD-968,South,Clothing,2023-02-10 07:00:00,2023-02-11 07:00:00,96.54,0.46499999999999997
CUST-696,ORD-969,South,Electronics,2023-02-10 08:00:00,2023-02-11 08:00:00,937.13,0.35
CUST-818,ORD-970,East,Electronics,2023-02-10 09:00:00,2023-02-11 09:00:00,827.28,0.14
CUST-415,ORD-971,West,Electronics,2023-02-10 10:00:00,2023-02-11 10:00:00,793.4,0.23
CUST-742,ORD-972,East,Grocery,2023-02-10 11:00:00,2023-02-11 11:00:00,208.9,0.48
CUST-170,ORD-973,North,Furniture,2023-02-10 12:00:00,2023-02-11 12:00:00,807.07,0.16
CUST-861,ORD-974,East,Electronics,2023-02-10 13:00:00,2023-02-11 13:00:00,851.63,0.35
CUST-479,ORD-975,West,Electronics,2023-02-10 14:00:00,2023-02-11 14:00:00,296.26,0.38
CUST-942,ORD-976,South,Electronics,2023-02-10 15:00:00,2023-02-11 15:00:00,952.74,0.25
CUST-131,ORD-977,West,Furniture,2023-02-10 16:00:00,2023-02-11 16:00:00,59.36,0.47
CUST-638,ORD-978,West,Grocery,2023-02-10 17:00:00,2023-02-11 17:00:00,158.41,0.38
CUST-547,ORD-979,West,Clothing,2023-02-10 18:00:00,2023-02-11 18:00:00,542.21,
CUST-28,ORD-980,South,Grocery,2023-02-10 19:00:00,2023-02-11 19:00:00,580.03,0.31
CUST-929,ORD-981,West,Electronics,2023-02-10 20:00:00,2023-02-11 20:00:00,648.7,0.36
CUST-404,ORD-982,West,Grocery,2023-02-10 21:00:00,2023-02-11 21:00:00,26.8,0.32
CUST-607,ORD-983,West,Grocery,2023-02-10 22:00:00,2023-02-11 22:00:00,960.76,0.45
CUST-578,ORD-984,North,Clothing,2023-02-10 23:00:00,2023-02-11 23:00:00,54.14,0.21
CUST-679,ORD-985,West,Furniture,2023-02-11 00:00:00,2023-02-12 00:00:00,151.63,0.18
CUST-28,ORD-986,South,Furniture,2023-02-11 01:00:00,2023-02-12 01:00:00,23.87,0.15
CUST-86,ORD-987,West,Grocery,2023-02-11 02:00:00,2023-02-12 02:00:00,571.19,0.07
CUST-659,ORD-988,West,Grocery,2023-02-11 03:00:00,2023-02-12 03:00:00,466.47,0.07
CUST-439,ORD-989,South,Furniture,2023-02-11 04:00:00,2023-02-12 04:00:00,669.29,0.44
CUST-139,ORD-990,West,Furniture,2023-02-11 05:00:00,2023-02-12 05:00:00,824.43,0.36
CUST-888,ORD-991,South,Clothing,2023-02-11 06:00:00,2023-02-12 06:00:00,23.15,0.35
CUST-473,ORD-992,West,Electronics,2023-02-11 07:00:00,2023-02-12 07:00:00,546.6,0.33
CUST-187,ORD-993,South,Grocery,2023-02-11 08:00:00,2023-02-12 08:00:00,464.97,0.43
CUST-52,ORD-994,West,Furniture,2023-02-11 09:00:00,2023-02-12 09:00:00,503.98,0.27
CUST-267,ORD-995,West,Grocery,2023-02-11 10:00:00,2023-02-12 10:00:00,81.49,0.44
CUST-389,ORD-996,North,Grocery,2023-02-11 11:00:00,2023-02-12 11:00:00,687.59,0.21
CUST-336,ORD-997,North,Furniture,2023-02-11 12:00:00,2023-02-12 12:00:00,508.19,0.47
CUST-217,ORD-998,West,Clothing,2023-02-11 13:00:00,2023-02-12 13:00:00,767.5,0.36
CUST-466,ORD-999,West,Grocery,2023-02-11 14:00:00,2023-02-12 14:00:00,490.44,0.17
CUST-335,ORD-1000,East,Clothing,2023-02-11 15:00:00,2023-02-12 15:00:00,157.89,0.3
CUST-346,ORD-1001,South,Furniture,2023-02-11 16:00:00,2023-02-12 16:00:00,651.77,0.29
