DATE,STORE_ID,PRODUCT_ID,CATEGORY,SALES_UNITS,SALES_VALUE,PROMOTIONAL_DISCOUNT,WEATHER_IMPACT
2025-11-17,STORE-50,PROD-142,Electronics,27.0,189.65,0,Rain
2025-11-18,STORE-34,PROD-28,Furniture,42.0,313.37,15,None
2025-11-19,STORE-25,PROD-45,Furniture,23.0,88.1,5,Rain
2025-11-20,STORE-29,PROD-166,Electronics,25.0,484.33,10,Snow
2025-11-21,STORE-29,PROD-156,Electronics,21.0,458.23,0,None
2025-11-22,STORE-20,PROD-21,Grocery,24.0,91.81,5,Extreme Heat
2025-11-23,STORE-38,PROD-72,Furniture,25.0,69.37,10,None
2025-11-24,STORE-28,PROD-36,Clothing,45.0,51.85,20,Snow
2025-11-25,STORE-20,PROD-138,Grocery,46.0,455.63,5,Rain
2025-11-26,STORE-37,PROD-51,Electronics,32.0,104.88,20,Extreme Heat
2025-11-27,STORE-40,PROD-68,Electronics,32.0,213.98,15,Extreme Heat
2025-11-28,STORE-4,PROD-188,Furniture,5.0,229.94,20,Rain
2025-11-29,STORE-40,PROD-161,Electronics,36.0,303.52,5,Snow
2025-11-30,STORE-48,PROD-20,Clothing,46.0,45.15,20,None
2025-12-01,STORE-7,PROD-187,Furniture,,121.11,0,Snow
2025-12-02,STORE-49,PROD-20,Electronics,49.0,466.43,5,Extreme Heat
2025-12-03,STORE-14,PROD-5,Furniture,42.0,455.12,10,None
2025-12-04,STORE-41,PROD-130,Electronics,39.0,392.83,20,None
2025-12-05,STORE-14,PROD-162,Electronics,16.0,19.51,0,Rain
2025-12-06,STORE-17,PROD-8,Electronics,33.0,170.23,15,Snow
2025-12-07,STORE-43,PROD-149,Clothing,49.0,317.7,15,None
2025-12-08,STORE-6,PROD-149,Clothing,21.0,144.84,20,Rain
2025-12-09,STORE-11,PROD-104,Furniture,9.0,455.7,15,Snow
2025-12-10,STORE-16,PROD-197,Electronics,6.0,320.61,10,Extreme Heat
2025-12-11,STORE-12,PROD-152,Electronics,45.0,45.23,5,Extreme Heat
2025-12-12,STORE-36,PROD-55,Clothing,35.0,455.41,0,Snow
2025-12-13,STORE-5,PROD-10,Electronics,39.0,479.31,20,None
2025-12-14,STORE-11,PROD-142,Clothing,22.0,48.08,15,None
2025-12-15,STORE-1,PROD-67,Electronics,41.0,270.86,5,Extreme Heat
2025-12-16,STORE-27,PROD-140,Furniture,5.0,158.65,10,Extreme Heat
2025-12-17,STORE-29,PROD-139,Electronics,42.0,202.49,15,None
2025-12-18,STORE-45,PROD-121,Electronics,23.0,98.03,15,Snow
2025-12-19,STORE-39,PROD-168,Grocery,17.0,293.26,0,Extreme Heat
2025-12-20,STORE-31,PROD-199,Clothing,12.0,479.41,10,None
2025-12-21,STORE-19,PROD-39,Electronics,23.0,256.51,10,Snow
2025-12-22,STORE-3,PROD-94,Electronics,16.0,50.63,20,Rain
2025-12-23,STORE-15,PROD-101,Grocery,3.0,313.8,0,Snow
2025-12-24,STORE-19,PROD-58,Grocery,30.0,176.71,20,None
2025-12-25,STORE-46,PROD-198,Clothing,22.0,429.4,0,Snow
2025-12-26,STORE-19,PROD-151,Grocery,9.0,222.99,10,None
2025-12-27,STORE-45,PROD-188,Furniture,29.0,104.49,0,Extreme Heat
2025-12-28,STORE-30,PROD-75,Grocery,47.0,103.64,0,Rain
2025-12-29,STORE-5,PROD-35,Furniture,,386.69,0,Extreme Heat
2025-12-30,STORE-44,PROD-119,Clothing,23.0,140.14,5,Extreme Heat
2025-12-31,STORE-15,PROD-129,Clothing,13.0,385.94,5,None
2026-01-01,STORE-17,PROD-131,Clothing,32.0,110.88,10,None
2026-01-02,STORE-41,PROD-24,Clothing,46.0,167.63,0,None
2026-01-03,STORE-38,PROD-102,Clothing,47.0,238.09,10,None
2026-01-04,STORE-43,PROD-94,Furniture,48.0,472.17,5,Extreme Heat
2026-01-05,STORE-13,PROD-129,Furniture,23.0,466.55,0,None
2026-01-06,STORE-28,PROD-3,Clothing,45.0,111.37,20,None
2026-01-07,STORE-8,PROD-170,Grocery,17.0,185.53,5,Extreme Heat
2026-01-08,STORE-35,PROD-62,Electronics,40.0,83.21,5,Rain
2026-01-09,STORE-15,PROD-158,Clothing,21.0,259.89,5,Rain
2026-01-10,STORE-42,PROD-176,Grocery,2.0,235.69,0,Snow
2026-01-11,STORE-10,PROD-43,Electronics,37.0,451.37,15,Extreme Heat
2026-01-12,STORE-18,PROD-194,Clothing,6.0,465.7,20,None
2026-01-13,STORE-10,PROD-132,Clothing,44.0,197.95,20,Snow
2026-01-14,STORE-5,PROD-36,Furniture,18.0,250.95,10,Rain
2026-01-15,STORE-4,PROD-115,Electronics,30.0,449.16,0,Rain
2026-01-16,STORE-11,PROD-41,Electronics,22.0,405.29,5,Extreme Heat
2026-01-17,STORE-20,PROD-46,Grocery,33.0,11.79,15,None
2026-01-18,STORE-39,PROD-145,Furniture,30.0,166.83,0,None
2026-01-19,STORE-48,PROD-145,Furniture,8.5,216.67,0,Snow
2026-01-20,STORE-37,PROD-169,Furniture,43.0,122.56,15,Rain
2026-01-21,STORE-19,PROD-38,Furniture,32.0,107.79,5,Snow
2026-01-22,STORE-29,PROD-189,Electronics,42.0,57.02,0,Snow
2026-01-23,STORE-8,PROD-188,Electronics,14.0,325.25,20,Snow
2026-01-24,STORE-30,PROD-124,Clothing,10.0,138.63,20,None
2026-01-25,STORE-45,PROD-92,Clothing,47.0,35.65,15,Rain
2026-01-26,STORE-20,PROD-11,Furniture,36.0,123.18,5,Snow
2026-01-27,STORE-45,PROD-57,Furniture,34.0,402.94,15,Rain
2026-01-28,STORE-26,PROD-195,Furniture,9.0,427.23,0,Rain
2026-01-29,STORE-18,PROD-125,Clothing,42.0,246.7,20,Snow
2026-01-30,STORE-33,PROD-60,Grocery,28.0,213.87,10,Snow
2026-01-31,STORE-35,PROD-17,Grocery,11.0,489.15,15,Extreme Heat
2026-02-01,STORE-32,PROD-68,Clothing,14.0,108.28,10,None
2026-02-02,STORE-29,PROD-95,Clothing,39.0,115.53,10,Rain
2026-02-03,STORE-6,PROD-60,Clothing,47.0,153.01,20,Snow
2026-02-04,STORE-39,PROD-11,Clothing,19.0,94.65,15,Snow
2026-02-05,STORE-3,PROD-172,Clothing,15.0,195.89,10,Rain
2026-02-06,STORE-28,PROD-53,Clothing,28.0,456.31,0,Snow
2026-02-07,STORE-48,PROD-133,Furniture,24.0,311.52,5,Extreme Heat
2026-02-08,STORE-21,PROD-93,Furniture,8.0,211.85,5,Rain
2026-02-09,STORE-39,PROD-100,Furniture,43.0,467.86,20,Snow
2026-02-10,STORE-17,PROD-121,Furniture,9.0,33.75,15,Rain
2026-02-11,STORE-2,PROD-117,Clothing,47.0,113.04,15,Snow
2026-02-12,STORE-6,PROD-12,Grocery,33.0,287.29,5,Snow
2026-02-13,STORE-15,PROD-11,Electronics,33.0,311.62,0,None
2026-02-14,STORE-44,PROD-167,Clothing,19.0,29.38,5,Rain
2026-02-15,STORE-37,PROD-83,Electronics,3.0,207.49,5,None
2026-02-16,STORE-38,PROD-27,Grocery,10.0,328.09,15,Snow
2026-02-17,STORE-2,PROD-181,Furniture,40.0,352.05,10,Rain
2026-02-18,STORE-49,PROD-134,Grocery,47.0,322.69,0,Rain
2026-02-19,STORE-44,PROD-163,Clothing,42.0,167.08,15,Extreme Heat
2026-02-20,STORE-18,PROD-71,Furniture,1.0,55.82,5,Extreme Heat
2026-02-21,STORE-37,PROD-190,Clothing,29.0,219.29,10,Snow
2026-02-22,STORE-3,PROD-68,Furniture,34.0,73.09,0,Snow
2026-02-23,STORE-49,PROD-149,Electronics,13.0,474.34,20,Snow
2026-02-24,STORE-49,PROD-140,Electronics,1.0,242.83,0,Snow
2026-02-25,STORE-12,PROD-146,Electronics,34.0,330.92,0,Extreme Heat
2026-02-26,STORE-31,PROD-45,Grocery,29.0,385.49,5,Rain
2026-02-27,STORE-34,PROD-97,Clothing,48.0,253.99,5,None
2026-02-28,STORE-42,PROD-168,Grocery,47.0,161.92,20,Rain
2026-03-01,STORE-29,PROD-97,Electronics,13.0,407.86,20,Rain
2026-03-02,STORE-18,PROD-94,Clothing,48.0,434.9,20,Extreme Heat
2026-03-03,STORE-12,PROD-151,Electronics,49.0,339.77,15,Rain
2026-03-04,STORE-38,PROD-168,Grocery,29.0,33.01,15,Rain
2026-03-05,STORE-28,PROD-20,Grocery,39.0,287.5,5,Snow
2026-03-06,STORE-41,PROD-133,Grocery,24.0,384.01,5,None
2026-03-07,STORE-32,PROD-65,Electronics,26.0,76.89,20,Rain
2026-03-08,STORE-6,PROD-97,Clothing,17.0,122.05,15,Rain
2026-03-09,STORE-31,PROD-58,Clothing,7.0,442.42,10,None
2026-03-10,STORE-23,PROD-133,Electronics,13.0,19.86,15,Snow
2026-03-11,STORE-27,PROD-104,Clothing,5.0,378.84,5,Extreme Heat
2026-03-12,STORE-22,PROD-91,Electronics,26.0,242.15,15,Extreme Heat
2026-03-13,STORE-21,PROD-89,Clothing,49.0,228.92,5,Rain
2026-03-14,STORE-43,PROD-125,Furniture,3.0,13.48,20,Snow
2026-03-15,STORE-7,PROD-124,Furniture,7.0,411.51,20,Extreme Heat
2026-03-16,STORE-11,PROD-155,Grocery,49.0,186.31,20,Extreme Heat
2026-03-17,STORE-22,PROD-2,Furniture,39.0,274.98,10,Extreme Heat
2026-03-18,STORE-27,PROD-129,Furniture,1.0,341.88,10,Extreme Heat
2026-03-19,STORE-45,PROD-36,Furniture,49.0,354.29,5,Extreme Heat
2026-03-20,STORE-32,PROD-113,Electronics,17.0,478.43,0,Rain
2026-03-21,STORE-19,PROD-43,Furniture,43.0,270.36,10,Extreme Heat
2026-03-22,STORE-43,PROD-59,Furniture,25.0,205.86,5,Rain
2026-03-23,STORE-26,PROD-20,Grocery,3.0,477.31,15,None
2026-03-24,STORE-49,PROD-132,Furniture,15.0,324.63,20,None
2026-03-25,STORE-36,PROD-165,Furniture,29.0,156.09,20,Snow
2026-03-26,STORE-3,PROD-72,Clothing,43.0,71.97,20,Rain
2026-03-27,STORE-30,PROD-55,Grocery,32.0,,5,Snow
2026-03-28,STORE-6,PROD-39,Grocery,26.0,187.47,20,None
2026-03-29,STORE-21,PROD-48,Grocery,16.0,333.63,10,None
2026-03-30,STORE-17,PROD-41,Grocery,25.0,240.7,15,None
2026-03-31,STORE-21,PROD-93,Grocery,28.0,107.48,20,None
2026-04-01,STORE-8,PROD-155,Grocery,9.0,304.83,5,Extreme Heat
2026-04-02,STORE-50,PROD-184,Electronics,1.0,,15,None
2026-04-03,STORE-26,PROD-31,Furniture,29.0,212.54,20,Extreme Heat
2026-04-04,STORE-33,PROD-170,Grocery,22.0,277.84,0,Extreme Heat
2026-04-05,STORE-1,PROD-59,Furniture,16.0,223.66,20,Snow
2026-04-06,STORE-43,PROD-107,Furniture,41.0,376.85,10,Extreme Heat
2026-04-07,STORE-35,PROD-85,Electronics,44.0,415.68,15,Snow
2026-04-08,STORE-30,PROD-185,Grocery,41.0,387.91,10,Extreme Heat
2026-04-09,STORE-27,PROD-30,Clothing,7.0,29.02,0,Extreme Heat
2026-04-10,STORE-4,PROD-124,Electronics,14.0,105.12,0,None
2026-04-11,STORE-13,PROD-173,Clothing,29.0,272.94,10,Rain
2026-04-12,STORE-34,PROD-123,Furniture,19.0,468.06,15,Extreme Heat
2026-04-13,STORE-24,PROD-123,Furniture,19.0,419.13,0,Rain
2026-04-14,STORE-40,PROD-54,Electronics,2.0,422.84,0,Rain
2026-04-15,STORE-49,PROD-152,Electronics,41.0,158.57,20,Rain
2026-04-16,STORE-32,PROD-42,Clothing,45.0,220.43,5,Extreme Heat
2026-04-17,STORE-41,PROD-166,Grocery,15.0,240.65,0,Rain
2026-04-18,STORE-29,PROD-106,Clothing,3.0,87.11,15,Extreme Heat
2026-04-19,STORE-49,PROD-6,Electronics,11.0,25.22,15,None
2026-04-20,STORE-4,PROD-63,Clothing,46.0,473.98,20,Extreme Heat
2026-04-21,STORE-14,PROD-12,Electronics,30.0,127.95,15,Snow
2026-04-22,STORE-18,PROD-33,Clothing,40.0,127.57,20,None
2026-04-23,STORE-36,PROD-147,Electronics,18.0,50.86,0,Rain
2026-04-24,STORE-9,PROD-152,Electronics,48.0,464.97,0,Rain
2026-04-25,STORE-19,PROD-42,Electronics,2.0,294.07,0,Snow
2026-04-26,STORE-29,PROD-35,Grocery,32.0,336.85,0,None
2026-04-27,STORE-45,PROD-162,Clothing,8.0,456.67,5,Snow
2026-04-28,STORE-32,PROD-132,Clothing,22.0,179.35,5,Rain
2026-04-29,STORE-8,PROD-11,Clothing,6.0,314.54,0,Extreme Heat
2026-04-30,STORE-2,PROD-147,Electronics,12.0,29.01,15,Rain
2026-05-01,STORE-41,PROD-38,Clothing,47.0,101.52,20,Snow
2026-05-02,STORE-39,PROD-15,Clothing,40.0,417.31,10,Extreme Heat
2026-05-03,STORE-16,PROD-43,Electronics,36.0,385.72,20,Extreme Heat
2026-05-04,STORE-46,PROD-67,Furniture,15.0,181.81,10,Rain
2026-05-05,STORE-11,PROD-47,Electronics,28.0,194.64,10,Extreme Heat
2026-05-06,STORE-20,PROD-133,Clothing,49.0,271.44,0,None
2026-05-07,STORE-36,PROD-104,Electronics,,10.12,10,Rain
2026-05-08,STORE-1,PROD-154,Furniture,18.0,128.21,0,Rain
2026-05-09,STORE-36,PROD-145,Electronics,2.0,112.03,5,None
2026-05-10,STORE-27,PROD-164,Clothing,13.0,132.74,15,Rain
2026-05-11,STORE-6,PROD-5,Furniture,45.0,404.89,10,Snow
2026-05-12,STORE-15,PROD-185,Grocery,15.0,147.04,15,Snow
2026-05-13,STORE-8,PROD-187,Clothing,20.0,207.7,0,Rain
2026-05-14,STORE-30,PROD-170,Furniture,29.0,257.09,10,None
2026-05-15,STORE-8,PROD-73,Furniture,42.0,434.17,20,Extreme Heat
2026-05-16,STORE-42,PROD-22,Grocery,29.0,128.26,5,None
2026-05-17,STORE-10,PROD-56,Electronics,3.0,48.48,5,Snow
2026-05-18,STORE-32,PROD-115,Electronics,19.0,184.64,10,Rain
2026-05-19,STORE-46,PROD-156,Clothing,3.0,376.35,5,None
2026-05-20,STORE-19,PROD-121,Grocery,14.0,279.84,20,Extreme Heat
2026-05-21,STORE-33,PROD-124,Electronics,40.0,410.23,15,Extreme Heat
2026-05-22,STORE-46,PROD-44,Grocery,4.0,480.2,20,Extreme Heat
2026-05-23,STORE-18,PROD-57,Electronics,11.0,398.4,5,Extreme Heat
2026-05-24,STORE-27,PROD-106,Furniture,31.0,305.86,15,None
2026-05-25,STORE-31,PROD-154,Electronics,43.0,251.74,20,Extreme Heat
2026-05-26,STORE-31,PROD-37,Grocery,32.0,29.63,0,Snow
2026-05-27,STORE-16,PROD-150,Furniture,27.0,492.32,0,Extreme Heat
2026-05-28,STORE-30,PROD-197,Furniture,30.0,197.91,15,Snow
2026-05-29,STORE-36,PROD-47,Furniture,43.0,84.59,15,None
2026-05-30,STORE-10,PROD-160,Grocery,2.0,336.69,15,Snow
2026-05-31,STORE-25,PROD-169,Clothing,49.0,149.3,0,None
2026-06-01,STORE-13,PROD-131,Clothing,9.0,297.03,20,Extreme Heat
2026-06-02,STORE-39,PROD-68,Clothing,28.0,297.52,15,Rain
2026-06-03,STORE-33,PROD-43,Grocery,31.0,228.41,0,Snow
2026-06-04,STORE-48,PROD-186,Furniture,34.0,419.7,15,Snow
2026-06-05,STORE-9,PROD-176,Clothing,15.0,139.83,15,Rain
2026-06-06,STORE-5,PROD-88,Grocery,48.0,229.83,15,None
2026-06-07,STORE-18,PROD-117,Clothing,25.0,273.47,0,None
2026-06-08,STORE-50,PROD-153,Electronics,36.0,335.18,20,Extreme Heat
2026-06-09,STORE-27,PROD-152,Clothing,8.0,394.15,0,Snow
2026-06-10,STORE-22,PROD-18,Clothing,9.0,203.46,0,None
2026-06-11,STORE-33,PROD-59,Furniture,37.0,326.56,15,Extreme Heat
2026-06-12,STORE-18,PROD-97,Grocery,48.0,83.8,10,None
2026-06-13,STORE-1,PROD-99,Furniture,45.0,467.0,10,Rain
2026-06-14,STORE-19,PROD-34,Furniture,39.0,197.7,10,Rain
2026-06-15,STORE-47,PROD-28,Furniture,32.0,367.47,0,Rain
2026-06-16,STORE-20,PROD-5,Furniture,17.0,19.97,15,Extreme Heat
2026-06-17,STORE-38,PROD-52,Furniture,35.0,110.54,10,Snow
2026-06-18,STORE-38,PROD-134,Clothing,37.0,248.67,5,Rain
2026-06-19,STORE-43,PROD-130,Furniture,19.0,440.34,5,Rain
2026-06-20,STORE-32,PROD-176,Furniture,44.0,268.36,5,None
2026-06-21,STORE-10,PROD-108,Grocery,29.0,465.64,20,Rain
2026-06-22,STORE-29,PROD-39,Electronics,7.0,247.06,15,Snow
2026-06-23,STORE-35,PROD-156,Clothing,28.0,250.32,0,Extreme Heat
2026-06-24,STORE-31,PROD-25,Clothing,9.0,68.68,0,Rain
2026-06-25,STORE-23,PROD-46,Clothing,28.0,403.3,15,Extreme Heat
2026-06-26,STORE-22,PROD-122,Furniture,6.0,131.01,20,Extreme Heat
2026-06-27,STORE-36,PROD-158,Furniture,29.0,450.81,15,Snow
2026-06-28,STORE-49,PROD-154,Furniture,17.0,456.3,20,None
2026-06-29,STORE-35,PROD-10,Grocery,16.0,472.22,10,None
2026-06-30,STORE-25,PROD-137,Electronics,23.0,264.91,10,Extreme Heat
2026-07-01,STORE-30,PROD-129,Furniture,31.0,341.78,20,Rain
2026-07-02,STORE-21,PROD-193,Electronics,3.0,391.47,15,Extreme Heat
2026-07-03,STORE-13,PROD-31,Grocery,21.0,74.2,10,None
2026-07-04,STORE-45,PROD-24,Clothing,26.0,304.47,15,Rain
2026-07-05,STORE-16,PROD-124,Furniture,36.0,26.81,10,None
2026-07-06,STORE-37,PROD-169,Electronics,42.0,253.81,15,Snow
2026-07-07,STORE-25,PROD-34,Electronics,37.0,85.87,15,None
2026-07-08,STORE-15,PROD-155,Furniture,22.0,99.63,5,Rain
2026-07-09,STORE-50,PROD-139,Clothing,42.0,188.87,20,Rain
2026-07-10,STORE-27,PROD-1,Clothing,12.0,221.89,0,Extreme Heat
2026-07-11,STORE-3,PROD-199,Clothing,42.0,315.35,20,Rain
2026-07-12,STORE-21,PROD-174,Grocery,13.0,46.47,15,Snow
2026-07-13,STORE-48,PROD-167,Electronics,11.0,256.81,15,None
2026-07-14,STORE-31,PROD-111,Electronics,16.0,99.49,20,Extreme Heat
2026-07-15,STORE-46,PROD-134,Electronics,8.0,291.25,15,Extreme Heat
2026-07-16,STORE-25,PROD-108,Grocery,20.0,322.33,10,Rain
2026-07-17,STORE-25,PROD-95,Electronics,40.0,282.79,15,Snow
2026-07-18,STORE-43,PROD-12,Grocery,45.0,371.76,20,Extreme Heat
2026-07-19,STORE-42,PROD-179,Clothing,2.0,174.45,20,Snow
2026-07-20,STORE-10,PROD-136,Furniture,30.0,384.9,20,Snow
2026-07-21,STORE-32,PROD-110,Electronics,30.0,222.06,5,None
2026-07-22,STORE-3,PROD-59,Electronics,12.0,247.25,5,None
2026-07-23,STORE-9,PROD-124,Clothing,10.0,327.57,5,None
2026-07-24,STORE-33,PROD-197,Furniture,44.0,19.0,5,Snow
2026-07-25,STORE-38,PROD-98,Grocery,11.0,330.46,5,None
2026-07-26,STORE-22,PROD-90,Furniture,15.0,313.11,5,Extreme Heat
2026-07-27,STORE-7,PROD-151,Clothing,16.0,161.83,5,Extreme Heat
2026-07-28,STORE-29,PROD-190,Clothing,17.0,52.04,20,Rain
2026-07-29,STORE-7,PROD-195,Furniture,26.0,109.12,0,Snow
2026-07-30,STORE-34,PROD-179,Grocery,2.0,462.38,5,None
2026-07-31,STORE-30,PROD-148,Grocery,12.0,347.75,20,Extreme Heat
2026-08-01,STORE-1,PROD-26,Electronics,26.0,72.28,0,Snow
2026-08-02,STORE-47,PROD-109,Grocery,23.0,184.79,5,Snow
2026-08-03,STORE-10,PROD-35,Furniture,18.0,300.32,0,None
2026-08-04,STORE-27,PROD-66,Clothing,32.0,419.43,0,Snow
2026-08-05,STORE-42,PROD-123,Electronics,24.5,31.39,10,None
2026-08-06,STORE-10,PROD-197,Electronics,19.0,125.95,15,None
2026-08-07,STORE-5,PROD-60,Clothing,47.0,445.98,10,None
2026-08-08,STORE-31,PROD-22,Grocery,3.0,28.98,0,Snow
2026-08-09,STORE-17,PROD-73,Clothing,38.0,108.69,20,Snow
2026-08-10,STORE-22,PROD-154,Grocery,3.0,479.92,5,None
2026-08-11,STORE-40,PROD-140,Clothing,30.0,310.57,15,Snow
2026-08-12,STORE-45,PROD-105,Furniture,1.0,138.22,5,None
2026-08-13,STORE-26,PROD-66,Grocery,30.0,42.83,20,Rain
2026-08-14,STORE-42,PROD-49,Furniture,45.0,23.81,15,Snow
2026-08-15,STORE-6,PROD-2,Electronics,32.0,129.93,10,Snow
2026-08-16,STORE-22,PROD-182,Clothing,28.0,441.93,0,Rain
2026-08-17,STORE-44,PROD-191,Electronics,21.0,213.8,20,Rain
2026-08-18,STORE-35,PROD-2,Electronics,46.0,362.96,0,Rain
2026-08-19,STORE-25,PROD-148,Electronics,13.0,459.96,0,None
2026-08-20,STORE-21,PROD-134,Electronics,27.0,209.94,5,None
2026-08-21,STORE-41,PROD-31,Clothing,36.0,103.73,20,Extreme Heat
2026-08-22,STORE-46,PROD-134,Electronics,7.0,263.39,0,Rain
2026-08-23,STORE-49,PROD-2,Clothing,22.0,454.96,10,Extreme Heat
2026-08-24,STORE-32,PROD-97,Clothing,10.0,404.14,15,None
2026-08-25,STORE-35,PROD-168,Furniture,39.0,42.26,20,Snow
2026-08-26,STORE-3,PROD-53,Grocery,15.0,349.36,5,Rain
2026-08-27,STORE-40,PROD-177,Grocery,15.0,290.23,20,Snow
2026-08-28,STORE-5,PROD-81,Clothing,4.0,454.66,5,None
2026-08-29,STORE-16,PROD-105,Furniture,32.0,70.02,15,Rain
2026-08-30,STORE-41,PROD-93,Clothing,23.0,271.68,10,Extreme Heat
2026-08-31,STORE-44,PROD-28,Clothing,6.0,440.94,0,Extreme Heat
2026-09-01,STORE-19,PROD-40,Clothing,24.0,210.91,20,None
2026-09-02,STORE-15,PROD-110,Furniture,20.0,246.18,5,Snow
2026-09-03,STORE-48,PROD-167,Grocery,37.0,44.53,15,None
2026-09-04,STORE-6,PROD-150,Furniture,20.0,146.29,0,Snow
2026-09-05,STORE-28,PROD-65,Electronics,12.0,169.01,15,None
2026-09-06,STORE-7,PROD-67,Furniture,33.0,473.11,10,Extreme Heat
2026-09-07,STORE-49,PROD-138,Furniture,28.0,148.51,0,Snow
2026-09-08,STORE-41,PROD-109,Furniture,8.0,235.83,0,None
2026-09-09,STORE-46,PROD-145,Furniture,1.0,338.94,0,Rain
2026-09-10,STORE-7,PROD-94,Grocery,37.0,89.47,5,Extreme Heat
2026-09-11,STORE-29,PROD-157,Electronics,22.0,248.36,0,Extreme Heat
2026-09-12,STORE-11,PROD-71,Grocery,6.0,371.88,15,Rain
2026-09-13,STORE-45,PROD-175,Grocery,21.0,434.76,5,None
2026-09-14,STORE-20,PROD-102,Furniture,32.0,316.87,0,Snow
2026-09-15,STORE-2,PROD-194,Clothing,35.0,337.84,15,Extreme Heat
2026-09-16,STORE-3,PROD-53,Clothing,15.0,71.88,15,None
2026-09-17,STORE-21,PROD-106,Grocery,5.0,473.43,20,Rain
2026-09-18,STORE-4,PROD-142,Grocery,46.0,74.96,15,Snow
2026-09-19,STORE-19,PROD-143,Furniture,48.0,389.59,10,None
2026-09-20,STORE-23,PROD-124,Grocery,6.0,139.76,0,None
2026-09-21,STORE-24,PROD-46,Furniture,25.0,467.46,0,Extreme Heat
2026-09-22,STORE-28,PROD-95,Clothing,46.0,362.78,0,Extreme Heat
2026-09-23,STORE-10,PROD-144,Clothing,40.0,379.37,15,Snow
2026-09-24,STORE-16,PROD-143,Electronics,29.0,117.34,15,None
2026-09-25,STORE-34,PROD-124,Clothing,7.0,227.09,0,Rain
2026-09-26,STORE-27,PROD-65,Grocery,40.0,312.73,5,Rain
2026-09-27,STORE-37,PROD-79,Clothing,13.0,387.29,5,Snow
2026-09-28,STORE-44,PROD-148,Furniture,38.0,60.94,10,None
2026-09-29,STORE-12,PROD-89,Clothing,18.0,481.56,20,Extreme Heat
2026-09-30,STORE-11,PROD-199,Electronics,2.0,446.21,10,None
2026-10-01,STORE-12,PROD-181,Clothing,8.0,142.47,0,Extreme Heat
2026-10-02,STORE-6,PROD-102,Furniture,11.0,413.15,0,Rain
2026-10-03,STORE-40,PROD-189,Furniture,33.0,263.98,0,Snow
2026-10-04,STORE-25,PROD-36,Grocery,38.0,236.29,20,Snow
2026-10-05,STORE-40,PROD-169,Clothing,48.0,164.07,15,Snow
2026-10-06,STORE-44,PROD-31,Furniture,27.0,294.67,20,Extreme Heat
2026-10-07,STORE-16,PROD-192,Electronics,20.0,367.65,10,Rain
2026-10-08,STORE-32,PROD-59,Grocery,12.0,211.36,15,Rain
2026-10-09,STORE-38,PROD-115,Electronics,43.0,318.32,15,Snow
2026-10-10,STORE-10,PROD-180,Clothing,31.0,352.66,10,Snow
2026-10-11,STORE-15,PROD-42,Clothing,27.0,358.45,15,Extreme Heat
2026-10-12,STORE-30,PROD-26,Clothing,32.0,35.46,5,Extreme Heat
2026-10-13,STORE-41,PROD-55,Grocery,10.0,431.28,10,None
2026-10-14,STORE-17,PROD-131,Furniture,,234.54,10,Extreme Heat
2026-10-15,STORE-30,PROD-103,Grocery,45.0,138.58,5,None
2026-10-16,STORE-17,PROD-87,Electronics,27.0,128.46,20,Snow
2026-10-17,STORE-43,PROD-141,Grocery,35.0,246.68,20,Rain
2026-10-18,STORE-1,PROD-158,Electronics,31.0,444.55,20,Extreme Heat
2026-10-19,STORE-30,PROD-179,Grocery,15.0,195.39,15,Rain
2026-10-20,STORE-19,PROD-176,Furniture,16.0,377.37,5,Extreme Heat
2026-10-21,STORE-44,PROD-181,Electronics,13.0,57.44,10,Extreme Heat
2026-10-22,STORE-35,PROD-14,Clothing,49.0,243.27,10,None
2026-10-23,STORE-11,PROD-42,Clothing,35.0,495.93,10,Extreme Heat
2026-10-24,STORE-5,PROD-100,Grocery,11.0,387.51,15,Snow
2026-10-25,STORE-29,PROD-163,Clothing,,113.16,15,Rain
2026-10-26,STORE-23,PROD-2,Electronics,11.0,255.71,20,Extreme Heat
2026-10-27,STORE-38,PROD-24,Clothing,30.0,124.48,15,Rain
2026-10-28,STORE-20,PROD-38,Furniture,48.0,210.68,20,Rain
2026-10-29,STORE-41,PROD-121,Furniture,35.0,392.24,20,Rain
2026-10-30,STORE-28,PROD-154,Grocery,22.0,387.9,10,Extreme Heat
2026-10-31,STORE-45,PROD-112,Electronics,38.0,121.77,15,None
2026-11-01,STORE-17,PROD-23,Furniture,31.0,461.89,20,Rain
2026-11-02,STORE-30,PROD-17,Furniture,14.0,300.36,5,Rain
2026-11-03,STORE-20,PROD-68,Electronics,24.0,196.16,5,Extreme Heat
2026-11-04,STORE-13,PROD-57,Clothing,49.0,255.95,15,Extreme Heat
2026-11-05,STORE-25,PROD-95,Clothing,32.0,306.48,10,Snow
2026-11-06,STORE-31,PROD-21,Grocery,36.0,284.35,10,Snow
2026-11-07,STORE-7,PROD-156,Clothing,32.0,248.34,20,None
2026-11-08,STORE-16,PROD-10,Electronics,15.0,257.42,15,None
2026-11-09,STORE-25,PROD-186,Furniture,43.0,96.44,5,None
2026-11-10,STORE-37,PROD-99,Clothing,35.0,408.24,20,None
2026-11-11,STORE-23,PROD-103,Grocery,3.0,275.46,20,Rain
2026-11-12,STORE-37,PROD-158,Clothing,16.0,74.23,0,Extreme Heat
2026-11-13,STORE-19,PROD-168,Electronics,5.0,385.42,15,Snow
